mpl_name,mpl_radj,mpl_bmassj,mpl_bmassprov,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_orbincl,mpl_dens,mpl_orblper,mpl_ratror,mpl_discmethod,mpl_disc,mpl_reflink,mpl_def,mst_rad,mst_mass,mst_raderr1,mst_raderr2,mst_masserr1,mst_masserr2,mpl_radjerr1,mpl_radjerr2,mpl_bmassjerr1,mpl_bmassjerr2,mpl_bmassjlim,mpl_orbpererr1,mpl_orbpererr2,mpl_orbsmaxerr1,mpl_orbsmaxerr2,mpl_ratrorerr1,mpl_ratrorerr2,rowupdate,mpl_publ_date
Kepler-235 e,0.179,,,46.18406000,0.201200,,89.997,4.82000,,0.03725,Transit,2014,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,0,0.49,0.5070,0.02,-0.03,0.0190,-0.0230,0.009,-0.009,,,,0.00027000,-0.00027000,0.002200,-0.003400,0.00067,-0.00065,2017-11-17,2014-03
K2-80 b,0.179,,,19.09180000,0.135000,,,,,0.02100,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1,0.87,0.9000,0.10,-0.10,0.0800,-0.0800,0.027,-0.027,,,,0.00640000,-0.00640000,0.004000,-0.004000,0.00200,-0.00200,2016-07-18,
Kepler-1404 b,0.179,,,15.93147390,,,,,,0.02339,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.80,0.8400,0.05,-0.05,0.0460,-0.0520,0.012,-0.019,,,,0.00011330,-0.00011330,,,0.00052,-0.00186,2016-05-10,
Kepler-32 f,0.179,,,0.74295884,,,,,,0.03449,Transit,2012,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.54,0.5700,0.02,-0.02,0.0230,-0.0240,0.007,-0.043,,,,0.00000063,-0.00000063,,,0.00032,-0.00796,2016-05-10,2013-02
Kepler-321 c,0.179,,,13.09390510,,,,,,0.01924,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.97,1.0300,0.04,-0.03,0.0330,-0.0300,0.014,-0.010,,,,0.00001455,-0.00001455,,,0.00136,-0.00088,2016-05-10,2014-03
K2-243 c,0.179,,,24.94598000,0.181700,,,,,0.01330,Transit,2018,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,1,1.39,1.2900,0.03,-0.03,0.0400,-0.0600,0.013,-0.012,,,,0.00491000,-0.00561000,0.002200,-0.002400,0.00090,-0.00090,2018-07-12,
Kepler-1105 b,0.179,,,4.42157218,,,,,,0.02680,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.68,0.7100,0.01,-0.02,0.0220,-0.0270,0.005,-0.022,,,,0.00000977,-0.00000977,,,0.00060,-0.00336,2016-05-10,
Kepler-903 b,0.179,,,10.35077210,,,,,,0.01874,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.97,0.9800,0.17,-0.08,0.0500,-0.0510,0.031,-0.032,,,,0.00005128,-0.00005128,,,0.00005,-0.00304,2016-05-10,
K2-120 b,0.179,,,9.56274200,0.078000,0.140000,89.570,,-81.1900,0.02760,Transit,2017,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,1,0.67,0.6947,0.04,-0.03,0.0695,-0.0695,0.012,-0.011,,,,0.00067500,-0.00067300,0.003000,-0.003000,0.00076,-0.00068,2017-10-05,
Kepler-754 b,0.179,,,14.55962370,,,,,,0.01670,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.08,1.0600,0.26,-0.12,0.0840,-0.0770,0.043,-0.023,,,,0.00020130,-0.00020130,,,0.00036,-0.00120,2016-05-10,
Kepler-52 d,0.179,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.62,,0.03,-0.03,,,0.012,-0.010,,,,,,,,,,2018-09-06,2014-03
Kepler-556 b,0.180,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.92,,0.04,-0.04,,,0.010,-0.008,,,,,,,,,,2018-09-06,
Kepler-1522 b,0.180,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.12,,0.09,-0.08,,,0.014,-0.013,,,,,,,,,,2018-09-06,
Kepler-1441 b,0.180,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.53,,0.07,-0.07,,,0.011,-0.014,,,,,,,,,,2018-09-06,
Kepler-960 b,0.180,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.69,,0.03,-0.03,,,0.021,-0.012,,,,,,,,,,2018-09-06,
Kepler-377 c,0.180,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.19,,0.05,-0.05,,,0.011,-0.009,,,,,,,,,,2018-09-06,2014-03
Kepler-1404 b,0.180,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.82,,0.07,-0.07,,,0.016,-0.024,,,,,,,,,,2018-09-06,
Kepler-343 c,0.180,,,23.22182000,0.167000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,1.43,,0.26,-0.26,,,0.034,-0.034,,,,0.00023400,-0.00023400,,,,,2014-05-14,2014-03
Kepler-185 c,0.180,,,20.72904200,0.139000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,0.81,,0.46,-0.46,,,0.104,-0.104,,,,0.00009700,-0.00009700,,,,,2014-05-14,2014-03
Kepler-122 e,0.180,0.08700,Mass,38.00000000,,,,,,,Transit,2014,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0,0.95,1.0300,,,,,0.062,-0.017,0.03600,-0.03100,0,,,,,,,2014-05-28,2014-03
Kepler-24 b,0.180,0.10500,Mass,8.14500000,,,,,,,Transit,2011,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0,1.09,0.9700,,,,,0.067,-0.027,0.03400,-0.02500,0,,,,,,,2014-05-28,2012-05
Kepler-32 c,0.180,0.02400,Mass,8.75200000,,,,,,,Transit,2011,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0,0.53,0.5660,,,,,0.010,-0.010,0.01600,-0.01200,0,,,,,,,2014-05-28,2012-05
Kepler-52 c,0.180,,,,,,,,,,Transit,2012,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.62,,0.03,-0.03,,,0.011,-0.008,,,,,,,,,,2018-09-06,2013-01
Kepler-1606 b,0.180,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.82,,0.04,-0.04,,,0.014,-0.011,,,,,,,,,,2018-09-06,
Kepler-224 e,0.180,,,18.64351600,,,,,,0.02625,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.71,0.7800,0.02,-0.03,0.0320,-0.0390,0.013,-0.008,,,,0.00005380,-0.00005380,,,0.00171,-0.00061,2016-05-10,2014-03
Kepler-376 c,0.180,,,14.17220432,,,,,,0.01472,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,1.24,1.0600,0.22,-0.18,0.0530,-0.0490,0.033,-0.026,,,,0.00006277,-0.00006277,,,0.00056,-0.00039,2016-05-10,2014-03
K2-16 b,0.180,,,7.61880000,0.066700,,87.970,,,0.02796,Transit,2015,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,1,0.66,0.6800,0.03,-0.03,0.0300,-0.0300,0.021,-0.021,,,,0.00087000,-0.00087000,0.001100,-0.001100,0.00363,-0.00259,2016-07-07,2015-03
Kepler-833 b,0.180,,,18.75469980,,,,,,0.02967,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.62,0.6400,0.02,-0.02,0.0280,-0.0260,0.011,-0.008,,,,0.00005142,-0.00005142,,,0.00129,-0.00055,2016-05-10,
Kepler-834 b,0.180,,,13.32388301,,,,,,0.02757,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.66,0.7000,0.03,-0.03,0.0340,-0.0330,0.009,-0.009,,,,0.00005212,-0.00005212,,,0.00076,-0.00085,2016-05-10,
K2-133 d,0.180,,,11.02340000,0.077000,,89.520,,,0.03930,Transit,2017,<a refstr=WELLS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473L.131W/abstract target=ref>Wells et al. 2018</a>,0,0.47,0.5100,0.03,-0.03,0.0300,-0.0300,0.012,-0.012,,,,0.00080000,-0.00030000,0.005000,-0.005000,0.00060,-0.00070,2017-10-26,
Kepler-1422 b,0.180,,,18.60519420,,,,,,0.01491,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.23,1.1500,0.24,-0.15,0.0910,-0.0770,0.037,-0.024,,,,0.00032460,-0.00032460,,,0.00082,-0.00069,2016-05-10,
Kepler-158 c,0.180,,,28.55156868,,,,,,0.02604,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.71,0.7500,0.03,-0.04,0.0330,-0.0430,0.034,-0.012,,,,0.00009600,-0.00009600,,,0.00483,-0.00107,2016-05-10,2014-03
Kepler-32 b,0.180,,,5.90125513,0.051510,,,,,0.03700,Transit,2011,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750L..37M/abstract target=ref>Muirhead et al. 2012</a>,0,0.50,0.5200,0.06,-0.06,0.0700,-0.0700,0.023,-0.023,,,,0.00007600,-0.00007600,0.002060,-0.002060,0.00067,-0.00067,2016-02-25,2012-05
Kepler-114 d,0.180,,,11.77614238,,,,,,,Transit,2013,<a refstr=DRESSING___CHARBONNEAU_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...807...45D/abstract target=ref>Dressing & Charbonneau 2015</a>,0,,,,,,,0.021,-0.021,,,,0.00000752,-0.00000755,,,,,2015-11-19,2014-02
Kepler-1626 b,0.180,,,4.13962966,,,,,,0.00974,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.85,1.5100,0.60,-0.39,0.2100,-0.1960,0.059,-0.038,,,,0.00002851,-0.00002851,,,0.00044,-0.00044,2016-05-10,
Kepler-32 c,0.180,,,,,,,,,,Transit,2011,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,0,0.53,0.5660,0.04,-0.04,0.0630,-0.0630,0.010,-0.010,,,,,,,,,,2016-02-11,2012-05
GJ 9827 d,0.180,0.01271,Mass,6.20146980,0.055910,0.000000,87.443,2.69000,,0.03073,Transit,2017,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,1,0.60,0.6060,0.01,-0.00,0.0200,-0.0140,0.004,-0.004,0.00258,-0.00264,0,0.00006260,-0.00006110,0.000590,-0.000410,0.00065,-0.00060,2019-08-29,
Kepler-235 d,0.181,,,20.06039000,0.115000,,89.576,4.82000,,0.03763,Transit,2014,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,0,0.49,0.5070,0.02,-0.03,0.0190,-0.0230,0.009,-0.009,,,,0.00004900,-0.00004900,0.001400,-0.001800,0.00059,-0.00059,2017-11-17,2014-03
G 9-40 b,0.181,,,5.74600700,0.038500,0.000000,88.570,,0.0000,0.06050,Transit,2019,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,1,0.31,0.2900,0.01,-0.01,0.0200,-0.0200,0.009,-0.009,,,,0.00000600,-0.00000600,0.007800,-0.005300,0.00260,-0.00280,2020-01-16,2019-12
Kepler-1014 b,0.181,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.78,,0.06,-0.05,,,0.028,-0.014,,,,,,,,,,2018-09-06,
Kepler-161 b,0.181,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.76,,0.03,-0.03,,,0.009,-0.007,,,,,,,,,,2018-09-06,2014-03
Kepler-195 b,0.181,,,8.30787200,0.077000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,0.78,,0.28,-0.28,,,0.066,-0.066,,,,0.00002000,-0.00002000,,,,,2014-05-14,2014-03
Kepler-737 b,0.181,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.51,,0.01,-0.01,,,0.007,-0.006,,,,,,,,,,2018-09-06,
Kepler-231 c,0.181,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.59,,0.02,-0.02,,,0.008,-0.006,,,,,,,,,,2018-09-06,2014-03
Kepler-92 d,0.181,,,49.35688490,,,,,,0.01071,Transit,2015,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,1.69,1.1700,0.08,-0.05,0.1120,-0.0590,0.010,-0.007,,,,0.00035480,-0.00035480,,,0.00033,-0.00019,2016-05-10,2015-08
Kepler-1374 b,0.181,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.75,,0.07,-0.06,,,0.019,-0.016,,,,,,,,,,2018-09-06,
Kepler-92 d,0.181,,,,,,,,,,Transit,2015,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.78,,0.08,-0.07,,,0.009,-0.009,,,,,,,,,,2018-09-06,2015-08
K2-84 c,0.181,,,27.86000000,0.176800,,,,,0.01980,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1,0.93,0.9500,0.12,-0.12,0.0700,-0.0700,0.029,-0.029,,,,0.00520000,-0.00520000,0.004300,-0.004300,0.00170,-0.00170,2016-07-18,
Kepler-761 b,0.181,,,10.12804789,,,,,,0.02036,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.93,0.9500,0.11,-0.07,0.0550,-0.0640,0.022,-0.015,,,,0.00002905,-0.00002905,,,0.00049,-0.00040,2016-05-10,
Kepler-1268 b,0.181,,,40.99039860,,,,,,0.01712,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.09,1.0600,0.36,-0.12,0.0760,-0.0590,0.060,-0.021,,,,0.00048060,-0.00048060,,,0.00096,-0.00051,2016-05-10,
K2-117 b,0.181,,,1.29160000,0.018900,,,,,0.03630,Transit,2017,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,1,0.51,0.5400,0.01,-0.01,0.0100,-0.0100,0.009,-0.009,,,,0.00004900,-0.00005100,0.000100,-0.000100,0.00210,-0.00140,2018-10-26,
Kepler-1461 b,0.181,,,29.34947750,,,,,,0.02487,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.74,0.7900,0.03,-0.04,0.0360,-0.0460,0.008,-0.014,,,,0.00018320,-0.00018320,,,0.00052,-0.00145,2016-05-10,
K2-117 c,0.181,,,5.44482000,0.051000,0.150000,89.490,,-77.0600,0.03789,Transit,2017,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0,0.49,0.5820,0.03,-0.03,0.0582,-0.0582,0.012,-0.012,,,,0.00039700,-0.00041700,0.002000,-0.002000,0.00112,-0.00105,2017-10-05,
K2-117 b,0.181,,,1.29156300,0.018800,,,,,0.03620,Transit,2017,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,0,0.51,0.5320,0.05,-0.05,0.0560,-0.0560,0.019,-0.019,,,,0.00002600,-0.00002600,0.000700,-0.000700,0.00080,-0.00070,2018-02-01,
K2-17 b,0.181,,,17.96902900,0.117000,0.180000,89.080,,52.0600,0.02981,Transit,2015,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0,0.63,0.6578,0.04,-0.04,0.0658,-0.0658,0.016,-0.014,,,,0.00137600,-0.00142200,0.004000,-0.004000,0.00188,-0.00163,2017-10-26,2015-03
K2-229 c,0.181,,,8.32727000,0.076900,,,,,0.02360,Transit,2018,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,1,0.79,0.8700,0.01,-0.01,0.0100,-0.0100,0.011,-0.005,,,,0.00041000,-0.00043000,0.000300,-0.000300,0.00150,-0.00070,2018-07-12,2018-02
Wolf 503 b,0.181,,,6.00118000,0.057100,,,,,0.02694,Transit,2018,<a refstr=PETERSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..188P/abstract target=ref>Peterson et al. 2018</a>,1,0.69,0.6880,0.03,-0.02,0.0230,-0.0160,0.007,-0.007,,,,0.00008000,-0.00011000,0.002000,-0.002000,0.00026,-0.00026,2018-09-06,
Kepler-1155 b,0.181,,,33.46974300,,,,,,0.01803,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.03,1.0300,0.22,-0.10,0.0650,-0.0600,0.040,-0.018,,,,0.00020030,-0.00020030,,,0.00086,-0.00035,2016-05-10,
Kepler-883 b,0.181,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.27,,0.06,-0.05,,,0.010,-0.008,,,,,,,,,,2018-09-06,
Kepler-308 b,0.181,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.89,,0.09,-0.08,,,0.020,-0.018,,,,,,,,,,2018-09-06,2014-03
Kepler-1101 b,0.182,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.78,,0.04,-0.04,,,0.013,-0.011,,,,,,,,,,2018-09-06,
Kepler-1003 b,0.182,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.31,,0.06,-0.06,,,0.009,-0.009,,,,,,,,,,2018-09-06,
Kepler-49 b,0.182,,,,,,,,,,Transit,2012,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,0,0.58,0.6230,0.03,-0.03,0.0680,-0.0680,0.007,-0.007,,,,,,,,,,2016-02-11,2013-01
Kepler-1079 b,0.182,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.60,,0.07,-0.07,,,0.008,-0.013,,,,,,,,,,2018-09-06,
Kepler-49 d,0.182,,,,,,,,,,Transit,2014,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,0,0.58,0.6230,0.03,-0.03,0.0680,-0.0680,0.007,-0.007,,,,,,,,,,2016-02-11,2014-03
Kepler-120 c,0.182,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.73,,0.02,-0.02,,,0.007,-0.006,,,,,,,,,,2018-09-06,2014-03
K2-175 b,0.182,,,9.52598800,,,87.494,,,0.01316,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1,1.42,1.0947,0.21,-0.17,0.0574,-0.0393,0.032,-0.024,,,,0.00124100,-0.00128000,,,0.00127,-0.00068,2018-02-15,2018-02
Kepler-62 d,0.182,,,18.16407876,,,,,,0.02750,Transit,2013,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.67,0.7200,0.02,-0.02,0.0290,-0.0300,0.008,-0.005,,,,0.00001761,-0.00001761,,,0.00068,-0.00024,2016-05-10,2013-05
Kepler-231 c,0.182,,,19.27154680,,,,,,0.03305,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.57,0.5900,0.03,-0.03,0.0330,-0.0360,0.009,-0.010,,,,0.00004404,-0.00004404,,,0.00070,-0.00091,2016-05-10,2014-03
Kepler-317 c,0.182,,,8.77508519,,,,,,0.01811,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,1.05,1.0400,0.22,-0.12,0.0890,-0.0780,0.035,-0.023,,,,0.00005560,-0.00005560,,,0.00074,-0.00110,2016-05-10,2014-03
Kepler-280 c,0.182,,,4.80709959,,,,,,0.01970,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.93,0.9600,0.15,-0.07,0.0540,-0.0530,0.027,-0.015,,,,0.00000656,-0.00000656,,,0.00067,-0.00065,2016-05-10,2014-03
Kepler-83 c,0.182,,,20.09010000,,,,,,,Transit,2012,<a refstr=DRESSING___CHARBONNEAU_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...807...45D/abstract target=ref>Dressing & Charbonneau 2015</a>,0,,,,,,,0.024,-0.022,,,,0.00014000,-0.00013300,,,,,2015-11-19,2013-10
Kepler-845 b,0.182,,,0.92785982,,,,,,0.02450,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.75,0.7900,0.03,-0.03,0.0330,-0.0390,0.008,-0.026,,,,0.00000055,-0.00000055,,,0.00047,-0.00343,2016-05-10,
Kepler-1122 b,0.182,,,42.19173570,,,,,,0.02143,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.89,0.9200,0.11,-0.06,0.0400,-0.0520,0.024,-0.012,,,,0.00029960,-0.00029960,,,0.00076,-0.00060,2016-05-10,
Kepler-22 b,0.182,,,289.86445600,,,,,,0.02032,Transit,2011,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.94,0.9000,0.03,-0.03,0.0300,-0.0310,0.008,-0.006,,,,0.00128900,-0.00128900,,,0.00051,-0.00029,2016-05-10,2012-02
