mpl_name,mpl_radj,mpl_bmassj,mpl_bmassprov,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_orbincl,mpl_dens,mpl_orblper,mpl_ratror,mpl_discmethod,mpl_disc,mpl_reflink,mpl_def,mst_rad,mst_mass,mst_raderr1,mst_raderr2,mst_masserr1,mst_masserr2,mpl_radjerr1,mpl_radjerr2,mpl_bmassjerr1,mpl_bmassjerr2,mpl_bmassjlim,mpl_orbpererr1,mpl_orbpererr2,mpl_orbsmaxerr1,mpl_orbsmaxerr2,mpl_ratrorerr1,mpl_ratrorerr2,rowupdate,mpl_publ_date
Kepler-742 b,0.289,,,8.36086824,,,,,,0.04212,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.71,0.7600,0.02,-0.03,0.0290,-0.0390,0.010,-0.015,,,,0.00000631,-0.00000631,,,0.00036,-0.00151,2016-05-10,
Kepler-245 d,0.289,,,36.27594657,,,,,,0.03668,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.80,0.8600,0.02,-0.02,0.0300,-0.0320,0.011,-0.008,,,,0.00008351,-0.00008351,,,0.00097,-0.00046,2016-05-10,2014-03
Kepler-266 c,0.289,,,107.72157440,,,,,,0.03439,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.88,0.9100,0.12,-0.07,0.0550,-0.0560,0.031,-0.022,,,,0.00088820,-0.00088820,,,0.00097,-0.00083,2016-05-10,2014-03
Kepler-212 c,0.289,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.47,,0.06,-0.06,,,0.018,-0.040,,,,,,,,,,2018-09-06,2014-03
Kepler-281 b,0.289,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.29,,0.13,-0.11,,,0.064,-0.028,,,,,,,,,,2018-09-06,2014-03
Kepler-222 b,0.290,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.82,,0.04,-0.04,,,0.022,-0.032,,,,,,,,,,2018-09-06,2014-03
Kepler-264 c,0.290,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.99,,0.09,-0.09,,,0.017,-0.014,,,,,,,,,,2018-09-06,2014-03
K2-164 b,0.290,,,17.35506600,,,87.890,,,0.01357,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1,2.20,1.1809,0.31,-0.25,0.0934,-0.0613,0.046,-0.037,,,,0.00409700,-0.00380800,,,0.00097,-0.00074,2018-02-15,2018-02
Kepler-23 c,0.290,,,10.74242766,,,,,,0.01866,Transit,2011,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,1.57,1.1000,0.05,-0.04,0.0380,-0.0300,0.011,-0.009,,,,0.00001850,-0.00001850,,,0.00033,-0.00022,2016-05-10,2012-05
Kepler-26 b,0.290,,,12.28299972,,,,,,0.04992,Transit,2011,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.60,0.6200,0.02,-0.02,0.0210,-0.0310,0.009,-0.014,,,,0.00000829,-0.00000829,,,0.00039,-0.00138,2016-05-10,2012-04
Kepler-430 b,0.290,,,35.96800000,0.224400,,,,,0.02003,Transit,2015,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,1,1.49,1.1660,0.27,-0.23,0.1340,-0.0950,,,,,,,,,,,,2014-11-19,2015-02
Kepler-199 c,0.290,,,67.09340800,0.316000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,0.97,,0.17,-0.17,,,0.052,-0.052,,,,0.00019000,-0.00019000,,,,,2014-05-14,2014-03
Kepler-902 b,0.290,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.22,,0.07,-0.07,,,0.020,-0.017,,,,,,,,,,2018-09-06,
Kepler-796 b,0.290,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,2.42,,0.11,-0.10,,,0.013,-0.046,,,,,,,,,,2018-09-06,
Kepler-310 c,0.291,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.85,,0.04,-0.04,,,0.014,-0.039,,,,,,,,,,2018-09-06,2014-03
Kepler-893 b,0.291,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.01,,0.08,-0.08,,,0.025,-0.045,,,,,,,,,,2018-09-06,
Kepler-1097 b,0.291,,,187.74702900,,,,,,0.03792,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.79,0.8200,0.05,-0.05,0.0440,-0.0560,0.023,-0.023,,,,0.00189400,-0.00189400,,,0.00189,-0.00167,2016-05-10,
Kepler-726 b,0.291,,,21.80451088,,,,,,0.03461,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.85,0.8800,0.08,-0.07,0.0490,-0.0530,0.029,-0.031,,,,0.00004512,-0.00004512,,,0.00009,-0.00266,2016-05-10,
Kepler-987 b,0.291,,,105.30331480,,,,,,0.03335,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.91,0.9700,0.03,-0.03,0.0330,-0.0330,0.014,-0.011,,,,0.00047830,-0.00047830,,,0.00111,-0.00057,2016-05-10,
Kepler-287 c,0.291,,,44.85189600,0.246000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,1.03,,0.47,-0.47,,,0.133,-0.133,,,,0.00024700,-0.00024700,,,,,2014-05-14,2014-03
Kepler-368 b,0.291,,,26.84768000,0.186000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,2.02,,0.56,-0.56,,,0.081,-0.081,,,,0.00032600,-0.00032600,,,,,2014-05-14,2014-03
Kepler-147 c,0.291,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.55,,0.08,-0.07,,,0.015,-0.058,,,,,,,,,,2018-09-06,2014-03
Kepler-687 b,0.291,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.73,,0.06,-0.05,,,0.023,-0.021,,,,,,,,,,2018-09-06,
Kepler-811 b,0.291,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.47,,0.07,-0.07,,,0.035,-0.025,,,,,,,,,,2018-09-06,
Kepler-282 e,0.291,,,,,,,,,,Transit,2013,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.16,,0.07,-0.06,,,0.018,-0.017,,,,,,,,,,2018-09-06,2014-02
Kepler-228 c,0.292,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.15,,0.08,-0.08,,,0.030,-0.030,,,,,,,,,,2018-09-06,2014-03
Kepler-1085 c,0.292,,,56.77710000,,,,,,,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200810516A/abstract target=ref>Armstrong et al. 2020</a>,1,,,,,,,,,,,,,,,,,,2020-09-03,2020-08
Kepler-224 c,0.292,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.70,,0.04,-0.03,,,0.031,-0.041,,,,,,,,,,2018-09-06,2014-03
Kepler-576 b,0.292,,,29.91136794,,,,,,0.03053,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.97,0.9900,0.24,-0.08,0.0520,-0.0550,0.075,-0.035,,,,0.00009909,-0.00009909,,,0.00163,-0.00254,2016-05-10,
Kepler-411 c,0.292,,,7.83442788,,,,,,0.04019,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.75,0.8100,0.01,-0.01,0.0220,-0.0280,0.011,-0.006,,,,0.00000298,-0.00000298,,,0.00127,-0.00037,2016-05-10,
K2-32 d,0.292,,,31.71420000,0.186200,,,,,0.03551,Transit,2016,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,1,0.84,0.8560,0.04,-0.04,0.0280,-0.0280,0.021,-0.017,,,,0.00110000,-0.00100000,0.002100,-0.002100,0.00064,-0.00062,2019-06-13,
Kepler-251 e,0.292,,,99.64096530,,,,,,0.03321,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.91,0.9500,0.05,-0.04,0.0400,-0.0420,0.051,-0.023,,,,0.00057320,-0.00057320,,,0.00544,-0.00214,2016-05-10,2014-03
Kepler-229 d,0.292,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.72,,0.04,-0.04,,,0.018,-0.016,,,,,,,,,,2018-09-06,2014-03
Kepler-462 b,0.292,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.74,,0.08,-0.08,,,0.014,-0.013,,,,,,,,,,2018-09-06,
Kepler-358 c,0.293,,,83.48862180,,,,,,0.03301,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.91,0.9400,0.16,-0.06,0.0430,-0.0490,0.063,-0.037,,,,0.00052360,-0.00052360,,,0.00400,-0.00348,2016-05-10,2014-03
Kepler-1080 b,0.293,,,77.25483960,,,,,,0.02558,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.16,1.1000,0.40,-0.14,0.1010,-0.0600,0.101,-0.045,,,,0.00031980,-0.00031980,,,0.00007,-0.00250,2016-05-10,
Kepler-305 c,0.293,,,8.29087418,,,,,,0.03812,Transit,2013,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.79,0.8500,0.02,-0.02,0.0310,-0.0360,0.008,-0.054,,,,0.00003091,-0.00003091,,,0.00003,-0.00685,2016-05-10,2014-02
K2-201 c,0.293,,,22.77987800,,,89.272,,,0.03430,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1,0.88,0.9561,0.03,-0.02,0.0200,-0.0214,0.036,-0.016,,,,0.00195700,-0.00194700,,,0.00400,-0.00173,2018-02-15,2018-02
Kepler-1546 b,0.293,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.89,,0.07,-0.07,,,0.044,-0.050,,,,,,,,,,2018-09-06,
Kepler-172 e,0.293,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.06,,0.05,-0.05,,,0.024,-0.076,,,,,,,,,,2018-09-06,2014-03
Kepler-1518 b,0.293,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.57,,0.12,-0.11,,,0.023,-0.073,,,,,,,,,,2018-09-06,
Kepler-253 d,0.294,,,18.11989364,,,,,,0.03670,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.81,0.8500,0.05,-0.04,0.0390,-0.0420,0.051,-0.017,,,,0.00003685,-0.00003685,,,0.00588,-0.00114,2016-05-10,2014-03
Kepler-724 b,0.294,,,3.31494634,,,,,,0.03524,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.86,0.9000,0.10,-0.06,0.0550,-0.0530,0.036,-0.021,,,,0.00000172,-0.00000172,,,0.00079,-0.00051,2016-05-10,
K2-138 e,0.294,,,8.26144000,0.078070,0.315000,88.700,,,0.03490,Transit,2017,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,1,0.86,0.9300,0.08,-0.08,0.0600,-0.0600,0.031,-0.016,,,,0.00045000,-0.00044000,0.000560,-0.000560,0.00370,-0.00150,2018-01-11,
Kepler-150 c,0.294,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.88,,0.04,-0.04,,,0.015,-0.014,,,,,,,,,,2018-09-06,2014-03
Kepler-305 c,0.294,0.01900,Mass,8.29100000,,,,,,,Transit,2013,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,1,0.80,0.7600,0.20,-0.08,0.1300,-0.0600,0.073,-0.029,0.00800,-0.00700,0,,,,,,,2014-05-14,2014-02
Kepler-987 b,0.294,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.91,,0.04,-0.04,,,0.018,-0.014,,,,,,,,,,2018-09-06,
Kepler-11 d,0.294,0.02140,Mass,22.68700000,,,,1.00000,,,Transit,2010,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,0,,0.9000,,,0.1000,-0.1000,0.018,-0.018,0.00220,-0.00252,0,,,,,,,2018-06-21,2011-02
Kepler-606 b,0.294,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.23,,0.10,-0.09,,,0.055,-0.026,,,,,,,,,,2018-09-06,
Kepler-287 c,0.294,,,44.85210710,,,,,,0.03170,Transit,2014,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.95,0.9700,0.19,-0.07,0.0450,-0.0490,0.059,-0.052,,,,0.00015400,-0.00015400,,,0.00055,-0.00514,2016-05-10,2014-03
Kepler-610 c,0.294,,,151.86392000,,,,,,0.02696,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.13,1.1000,0.31,-0.12,0.0870,-0.0660,0.075,-0.033,,,,0.00111800,-0.00111800,,,0.00032,-0.00117,2016-05-10,
Kepler-1467 b,0.294,,,47.05690430,,,,,,0.03671,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.82,0.8600,0.07,-0.06,0.0550,-0.0570,0.028,-0.022,,,,0.00018350,-0.00018350,,,0.00122,-0.00070,2016-05-10,
Kepler-464 b,0.294,,,7.25696522,,,,,,0.01949,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.59,1.2100,0.07,-0.06,0.0670,-0.0790,0.014,-0.012,,,,0.00000577,-0.00000577,,,0.00028,-0.00011,2016-05-10,
K2-266 b,0.294,0.03545,Msin(i)/sin(i),0.65852400,0.013060,,75.320,1.77000,,0.04300,Transit,2018,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,1,0.70,0.6860,0.02,-0.02,0.0330,-0.0330,0.161,-0.116,0.03578,-0.03578,0,0.00001700,-0.00001700,0.000200,-0.000210,0.02300,-0.01700,2018-10-26,
Kepler-230 b,0.295,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.79,,0.04,-0.04,,,0.016,-0.014,,,,,,,,,,2018-09-06,2014-03
Kepler-1663 b,0.295,,,17.60460000,,,,,,,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200810516A/abstract target=ref>Armstrong et al. 2020</a>,1,,,,,,,,,,,,,,,,,,2020-09-03,2020-08
Kepler-1678 b,0.295,,,147.97400000,,,,,,,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200810516A/abstract target=ref>Armstrong et al. 2020</a>,1,,,,,,,,,,,,,,,,,,2020-09-03,2020-08
Kepler-245 d,0.295,0.06800,Mass,36.27600000,,,,,,,Transit,2014,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0,0.87,0.8000,,,,,0.125,-0.033,0.05200,-0.03800,0,,,,,,,2014-05-28,2014-03
Kepler-207 d,0.295,,,5.86807500,0.068000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,1.59,,0.30,-0.30,,,0.056,-0.056,,,,0.00000900,-0.00000900,,,,,2014-05-14,2014-03
Kepler-278 c,0.295,,,51.08510000,,0.510000,,,,,Transit,2014,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,0,,,,,,,0.011,-0.011,,,,0.00350000,-0.00350000,,,,,2015-05-21,2014-03
Kepler-606 b,0.295,,,24.31575992,,,,,,0.02473,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.22,1.1300,0.45,-0.18,0.1750,-0.1040,0.113,-0.045,,,,0.00007998,-0.00007998,,,0.00244,-0.00096,2016-05-10,
Kepler-750 b,0.296,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.40,,0.07,-0.07,,,0.017,-0.015,,,,,,,,,,2018-09-06,
Kepler-1172 b,0.296,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.91,,0.06,-0.06,,,0.056,-0.029,,,,,,,,,,2018-09-06,
Kepler-875 b,0.296,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.13,,0.10,-0.09,,,0.031,-0.056,,,,,,,,,,2018-09-06,
Kepler-411 d,0.296,0.04782,Mass,58.02035000,0.279000,0.128000,89.430,2.30000,30.5000,0.03720,Transit,2018,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,1,0.82,0.8700,0.02,-0.02,0.0390,-0.0390,0.009,-0.009,0.01605,-0.01605,0,0.00056000,-0.00056000,0.004000,-0.004000,0.00030,-0.00030,2019-07-25,2019-04
K2-32 c,0.296,,,20.66020000,0.141200,,,,,0.03260,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,0,0.92,0.8800,0.07,-0.07,0.0300,-0.0300,0.029,-0.029,,,,0.00160000,-0.00160000,0.001600,-0.001600,0.00210,-0.00210,2016-07-18,
Kepler-177 b,0.296,,,36.85680080,,,,,,0.03110,Transit,2013,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,0.98,1.0000,0.22,-0.09,0.0510,-0.0640,0.046,-0.049,,,,0.00016230,-0.00016230,,,0.00043,-0.00436,2016-05-10,2014-02
Kepler-620 b,0.296,,,12.91375431,,,,,,0.02516,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,1.22,1.1500,0.45,-0.16,0.1500,-0.0820,0.109,-0.062,,,,0.00004951,-0.00004951,,,0.00017,-0.00422,2016-05-10,
K2-8 b,0.296,,,10.35350000,0.087700,,,,,0.03770,Transit,2015,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,0,0.80,0.8400,0.06,-0.06,0.0600,-0.0600,0.045,-0.045,,,,0.00150000,-0.00150000,0.002100,-0.002100,0.00480,-0.00480,2016-07-18,2015-03
Kepler-1270 b,0.296,,,6.03356196,,,,,,0.00946,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,3.38,1.2800,0.30,-0.41,0.0140,-0.1060,0.027,-0.058,,,,0.00006551,-0.00006551,,,0.00002,-0.00137,2016-05-10,
Kepler-739 b,0.296,,,12.53248465,,,,,,0.03416,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1,0.90,0.9300,0.11,-0.07,0.0480,-0.0590,0.044,-0.026,,,,0.00002295,-0.00002295,,,0.00256,-0.00148,2016-05-10,
Kepler-620 b,0.297,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.33,,0.11,-0.10,,,0.025,-0.037,,,,,,,,,,2018-09-06,
Kepler-1129 b,0.297,,,,,,,,,,Transit,2016,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,0.96,,0.06,-0.06,,,0.018,-0.061,,,,,,,,,,2018-09-06,
Kepler-275 d,0.297,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.47,,0.12,-0.11,,,0.060,-0.026,,,,,,,,,,2018-09-06,2014-03
Kepler-143 c,0.297,,,,,,,,,,Transit,2014,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,0,1.34,,0.06,-0.06,,,0.014,-0.046,,,,,,,,,,2018-09-06,2014-03
Kepler-275 d,0.297,,,35.67606200,0.224000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,1.38,,0.26,-0.26,,,0.066,-0.066,,,,0.00064100,-0.00064100,,,,,2014-05-14,2014-03
Kepler-11 g,0.297,0.07900,Mass,118.38070000,0.466000,0.150000,89.870,4.00000,,0.02899,Transit,2010,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,1,1.06,0.9610,0.02,-0.02,0.0250,-0.0250,0.005,-0.007,,,1,0.00100000,-0.00060000,0.004000,-0.004000,0.00022,-0.00032,2014-05-14,2011-02
Kepler-264 b,0.297,,,40.80623100,0.249000,,,,,,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1,1.55,,0.31,-0.31,,,0.066,-0.066,,,,0.00053800,-0.00053800,,,,,2014-05-14,2014-03
