pl_name,pl_rvflag,pl_controvflag,pl_radj,pl_bmassj,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbper,pl_orbsmax,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbincl,pl_dens,pl_orblper,pl_ratror,pl_discmethod,pl_kepflag,pl_k2flag,pl_locale,pl_facility,pl_disc,pl_def_refname,pl_disc_refname,rowupdate,pl_publ_date,pl_insol,st_teff,st_metfe,st_metratio,pl_hostname,st_rad,st_mass,st_spstr,st_raderr1,st_raderr2,st_masserr1,st_masserr2
K2-118 b,0,0,0.227,,,,0.021,-0.018,,,50.92092000,0.245000,0.00558400,-0.00524900,0.008000,-0.008000,0.200000,89.500,,58.6700,0.03174,Transit,0,1,Space,K2,2017,Dressing et al. 2017,Dressing et al. 2017,2017-10-05,,4.3000,4726.29,,,K2-118,0.73,0.76,,0.05,-0.04,0.08,-0.08
Kepler-1116 b,0,0,0.227,,,,0.048,-0.020,,,41.69778270,,0.00020040,-0.00020040,,,,,,,0.02491,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5641.00,0.010,[Fe/H],Kepler-1116,0.93,0.95,,0.20,-0.08,0.05,-0.06
K2-242 b,0,0,0.227,,,,0.019,-0.017,,,6.51389000,0.049400,0.00082000,-0.00083000,0.000400,-0.000400,,,,,0.06330,Transit,0,1,Space,K2,2018,Livingston et al. 2018,Livingston et al. 2018,2018-07-12,,,3459.00,-0.010,[Fe/H],K2-242,0.37,0.38,,0.01,-0.01,0.01,-0.01
Kepler-49 c,0,0,0.227,0.72000,Mass,1,,,,,10.91293430,,0.00006900,-0.00006900,,,,,,,0.04423,Transit,1,0,Space,Kepler,2012,Steffen et al. 2013,Steffen et al. 2013,2014-05-14,2013-01,,4252.00,,,Kepler-49,0.56,,M1 V,0.02,-0.02,,
Kepler-156 c,0,0,0.227,,,,0.017,-0.017,,,15.90680100,0.117000,0.00004500,-0.00004500,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5094.00,,,Kepler-156,0.81,,,0.05,-0.05,,
Kepler-268 b,0,0,0.227,,,,0.042,-0.042,,,25.93413800,0.180000,0.00014200,-0.00014200,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6081.00,,,Kepler-268,1.27,,,0.23,-0.23,,
Kepler-325 c,0,0,0.227,,,,0.112,-0.112,,,12.76217200,0.105000,0.00006400,-0.00006400,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5752.00,,,Kepler-325,1.00,,,0.50,-0.50,,
Kepler-129 c,0,0,0.227,,,,0.009,-0.009,,,82.20017000,0.393000,0.00068000,-0.00068000,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5770.00,,,Kepler-129,1.64,,,0.05,-0.05,,
Kepler-1043 b,0,0,0.227,,,,0.035,-0.021,,,38.50533980,,0.00017850,-0.00017850,,,,,,,0.02636,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5629.00,-0.110,[Fe/H],Kepler-1043,0.90,0.92,,0.10,-0.07,0.05,-0.06
Kepler-1211 b,0,0,0.227,,,,0.037,-0.037,,,11.01816836,,0.00007975,-0.00007975,,,,,,,0.02546,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5705.00,-0.080,[Fe/H],Kepler-1211,0.94,0.96,,0.13,-0.08,0.06,-0.07
Kepler-29 b,0,0,0.227,0.01573,Mass,0,0.011,-0.011,0.00472,-0.00409,10.33974000,,0.00014000,-0.00015000,,,0.000000,89.130,1.65000,,0.03194,Transit,1,0,Space,Kepler,2011,Vissapragada et al. 2020,Fabrycky et al. 2012,2020-05-07,2012-05,55.9000,5378.00,-0.440,[Fe/H],Kepler-29,0.73,0.76,,0.03,-0.03,0.02,-0.03
Kepler-577 b,0,0,0.227,,,,0.034,-0.013,,,25.69578251,,0.00006320,-0.00006320,,,,,,,0.03206,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4984.00,-0.140,[Fe/H],Kepler-577,0.73,0.78,,0.03,-0.04,0.04,-0.04
Kepler-1535 b,0,0,0.227,,,,0.022,-0.017,,,138.94420000,,0.00121400,-0.00121400,,,,,,,0.02134,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6021.00,0.000,[Fe/H],Kepler-1535,1.11,1.08,,0.10,-0.08,0.04,-0.04
Kepler-961 b,0,0,0.227,,,,0.010,-0.007,,,16.87727414,,0.00002872,-0.00002872,,,,,,,0.02622,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5582.00,0.050,[Fe/H],Kepler-961,0.90,0.96,,0.03,-0.03,0.03,-0.03
Kepler-788 b,0,0,0.227,,,,0.080,-0.036,,,8.39846269,,0.00005719,-0.00005719,,,,,,,0.01920,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6159.00,0.050,[Fe/H],Kepler-788,1.23,1.16,,0.39,-0.17,0.13,-0.10
K2-241 b,0,0,0.227,,,,0.016,-0.009,,,26.81990000,0.156700,0.00245000,-0.00247000,0.000700,-0.000800,,,,,0.03120,Transit,0,1,Space,K2,2018,Livingston et al. 2018,Livingston et al. 2018,2018-07-12,,,5262.00,-0.440,[Fe/H],K2-241,0.75,0.71,,0.01,-0.01,0.01,-0.01
K2-80 d,0,0,0.228,,,,0.025,-0.012,,,28.86725300,,0.00514000,-0.00462500,,,,89.397,,,0.02781,Transit,0,1,Space,K2,2018,Mayo et al. 2018,Mayo et al. 2018,2018-02-15,2018-02,,5441.00,,,K2-80,0.87,0.90,,0.10,-0.10,0.08,-0.08
Kepler-1681 b,0,0,0.228,,,0,,,,,69.89560000,,,,,,,,,,,Transit,1,0,Space,Kepler,2020,Armstrong et al. 2020,Armstrong et al. 2020,2020-09-03,2020-08,,5173.08,,,Kepler-1681,0.89,,,0.02,-0.04,,
Kepler-171 c,0,0,0.228,,,,0.103,-0.103,,,11.46346200,0.098000,0.00002600,-0.00002600,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5642.00,,,Kepler-171,0.84,,,0.38,-0.38,,
Kepler-106 e,1,0,0.228,0.03500,Mass,0,0.029,-0.029,0.01800,-0.01800,43.84450000,,,,,,,,3.10000,,0.02268,Transit,1,0,Space,Kepler,2014,Marcy et al. 2014,Marcy et al. 2014,2014-05-14,2014-02,,5858.00,-0.120,[Fe/H],Kepler-106,1.04,1.00,,0.17,-0.17,0.06,-0.06
Kepler-175 b,0,0,0.228,,,,0.114,-0.114,,,11.90351500,0.105000,0.00004600,-0.00004600,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6064.00,,,Kepler-175,1.01,,,0.50,-0.50,,
Kepler-640 b,0,0,0.228,,,,0.007,-0.020,,,22.24813967,,0.00003515,-0.00003515,,,,,,,0.02523,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5653.00,0.150,[Fe/H],Kepler-640,0.94,1.01,,0.03,-0.03,0.03,-0.03
Kepler-1171 b,0,0,0.228,,,,0.061,-0.045,,,1.44259224,,0.00000219,-0.00000219,,,,,,,0.01226,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,7044.00,-0.010,[Fe/H],Kepler-1171,1.95,1.58,,0.51,-0.38,0.18,-0.17
Kepler-837 b,0,0,0.228,,,,0.020,-0.038,,,16.56059504,,0.00004293,-0.00004293,,,,,,,0.02902,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5403.00,-0.180,[Fe/H],Kepler-837,0.81,0.85,,0.07,-0.07,0.05,-0.06
K2-197 b,0,0,0.228,,,,0.014,-0.014,,,8.35788100,0.080600,0.00071000,-0.00068600,0.000600,-0.000700,,,,,0.02530,Transit,0,1,Space,K2,2018,Livingston et al. 2018,Mayo et al. 2018,2018-10-26,2018-02,,5667.00,0.080,[Fe/H],K2-197,0.93,1.00,,0.01,-0.01,0.02,-0.02
K2-110 b,1,0,0.228,,,,0.006,-0.006,,,13.86387000,0.102700,0.00032500,-0.00032900,0.001100,-0.001100,,,,,0.03290,Transit,0,1,Space,K2,2017,Livingston et al. 2018,Osborn et al. 2017,2018-10-26,,,4950.00,-0.210,[Fe/H],K2-110,0.71,0.75,K3 V,0.01,-0.01,0.02,-0.02
Kepler-203 b,0,0,0.229,,,,0.046,-0.046,,,3.16269700,0.043000,0.00000400,-0.00000400,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5821.00,,,Kepler-203,1.11,,,0.21,-0.21,,
Kepler-245 b,0,0,0.229,,,,0.016,-0.016,,,7.49019000,0.071000,0.00001900,-0.00001900,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5100.00,,,Kepler-245,0.80,,,0.05,-0.05,,
Kepler-241 c,0,0,0.229,,,,0.099,-0.099,,,36.06597800,0.189000,0.00013300,-0.00013300,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,4699.00,,,Kepler-241,0.67,,,0.29,-0.29,,
Kepler-313 c,0,0,0.229,,,,0.037,-0.037,,,32.27327300,0.208000,0.00081900,-0.00081900,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5727.00,,,Kepler-313,1.54,,,0.16,-0.16,,
K2-218 b,0,0,0.229,,,,0.025,-0.014,,,8.67988500,,0.00041700,-0.00043000,,,,88.453,,,0.02336,Transit,0,1,Space,K2,2018,Mayo et al. 2018,Mayo et al. 2018,2018-02-15,2018-02,,5757.00,0.250,[Fe/H],K2-218,1.01,1.05,,0.08,-0.05,0.03,-0.03
Kepler-879 b,0,0,0.229,,,,0.059,-0.025,,,33.38559380,,0.00014200,-0.00014200,,,,,,,0.02276,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5792.00,0.050,[Fe/H],Kepler-879,1.02,1.02,,0.22,-0.10,0.06,-0.06
K2-248 b,0,0,0.229,,,,0.018,-0.012,,,7.17256000,0.069900,0.00148000,-0.00142000,0.001000,-0.001000,,,,,0.02550,Transit,0,1,Space,K2,2018,Livingston et al. 2018,Livingston et al. 2018,2018-07-12,,,5528.00,-0.100,[Fe/H],K2-248,0.92,0.88,,0.02,-0.02,0.04,-0.03
Kepler-580 b,0,0,0.229,,,,0.026,-0.012,,,8.22241966,,0.00000979,-0.00000979,,,,,,,0.03730,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4298.00,-0.060,[Fe/H],Kepler-580,0.64,0.67,,0.02,-0.02,0.03,-0.03
Kepler-532 b,0,0,0.229,,,,0.019,-0.012,,,12.92491623,,0.00001230,-0.00001230,,,,,,,0.02976,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5192.00,0.000,[Fe/H],Kepler-532,0.79,0.87,,0.02,-0.02,0.03,-0.03
Kepler-839 b,0,0,0.229,,,,0.037,-0.022,,,37.81445140,,0.00015450,-0.00015450,,,,,,,0.01840,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6058.00,0.290,[Fe/H],Kepler-839,1.31,1.22,,0.21,-0.12,0.06,-0.05
Kepler-549 b,0,0,0.229,,,,0.021,-0.015,,,42.94956490,,0.00015430,-0.00015430,,,,,,,0.02849,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5360.00,-0.030,[Fe/H],Kepler-549,0.84,0.88,,0.07,-0.05,0.04,-0.05
Kepler-660 b,0,0,0.229,,,,0.010,-0.015,,,9.27358194,,0.00001178,-0.00001178,,,,,,,0.03311,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4779.00,-0.070,[Fe/H],Kepler-660,0.71,0.75,,0.03,-0.04,0.04,-0.05
Kepler-1549 b,0,0,0.229,,,,0.020,-0.018,,,214.88654500,,0.00311100,-0.00311100,,,,,,,0.02833,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5324.00,0.020,[Fe/H],Kepler-1549,0.84,0.88,,0.07,-0.05,0.04,-0.05
K2-195 c,0,0,0.230,,,,0.024,-0.013,,,28.48278600,,0.00643900,-0.00731000,,,,88.537,,,0.02605,Transit,0,1,Space,K2,2018,Mayo et al. 2018,Mayo et al. 2018,2018-02-15,2018-02,,5713.00,-0.100,[Fe/H],K2-195,0.99,0.94,,0.02,-0.02,0.04,-0.04
K2-219 d,0,0,0.230,,,,0.032,-0.029,,,11.13727800,,0.00080800,-0.00078600,,,,88.287,,,0.01986,Transit,0,1,Space,K2,2018,Mayo et al. 2018,Mayo et al. 2018,2018-02-15,2018-02,,5753.00,0.130,[Fe/H],K2-219,1.19,1.02,,0.16,-0.14,0.03,-0.03
Kepler-1685 b,0,0,0.230,,,0,,,,,20.49050000,,,,,,,,,,,Transit,1,0,Space,Kepler,2020,Armstrong et al. 2020,Armstrong et al. 2020,2020-09-03,2020-08,,5378.58,,,Kepler-1685,0.79,,,0.10,-0.13,,
BD+20 594 b,1,0,0.230,0.07000,Mass,0,0.010,-0.010,0.03000,-0.03000,41.68550000,,0.00300000,-0.00300000,,,0.000000,89.550,,,,Transit,0,1,Space,K2,2016,Stassun et al. 2017,Espinoza et al. 2016,2018-04-26,,,5766.00,-0.150,[Fe/H],BD+20 594,1.08,1.67,G,0.06,-0.06,0.40,-0.40
Kepler-169 f,0,0,0.230,,,,0.021,-0.021,,,87.09019500,0.359000,0.00040600,-0.00040600,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,4997.00,,,Kepler-169,0.76,,,0.05,-0.05,,
Kepler-182 b,0,0,0.230,,,,0.105,-0.105,,,9.82579200,0.096000,0.00006200,-0.00006200,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6250.00,,,Kepler-182,1.15,,,0.51,-0.51,,
Kepler-65 c,1,0,0.230,,,,0.005,-0.005,,,5.85994400,0.068000,0.00000300,-0.00000300,0.004000,-0.002000,,,,,,Transit,1,0,Space,Kepler,2012,Chaplin et al. 2013,Chaplin et al. 2013,2014-05-14,2013-04,,6211.00,0.170,[Fe/H],Kepler-65,1.41,1.25,,0.03,-0.03,0.06,-0.06
Kepler-572 b,0,0,0.230,,,,0.016,-0.015,,,17.20523483,,0.00002222,-0.00002222,,,,,,,0.03024,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5212.00,-0.100,[Fe/H],Kepler-572,0.79,0.83,,0.05,-0.05,0.04,-0.05
Kepler-461 b,0,0,0.230,,,,0.006,-0.005,,,8.31378306,,0.00000766,-0.00000766,,,,,,,0.02592,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5634.00,0.040,[Fe/H],Kepler-461,0.91,0.98,,0.02,-0.02,0.02,-0.03
Kepler-500 b,0,0,0.230,,,,0.022,-0.015,,,8.50832440,,0.00000911,-0.00000911,,,,,,,0.02324,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5813.00,0.030,[Fe/H],Kepler-500,1.03,1.02,,0.10,-0.07,0.04,-0.04
Kepler-1018 b,0,0,0.230,,,,0.027,-0.017,,,49.10135140,,0.00018760,-0.00018760,,,,,,,0.02703,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5518.00,-0.050,[Fe/H],Kepler-1018,0.88,0.91,,0.10,-0.06,0.04,-0.06
Kepler-1266 b,0,0,0.230,,,,0.012,-0.041,,,28.47474800,,0.00020450,-0.00020450,,,,,,,0.03141,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5044.00,-0.070,[Fe/H],Kepler-1266,0.76,0.80,,0.04,-0.05,0.04,-0.05
Kepler-1639 b,0,0,0.230,,,,0.070,-0.030,,,9.87848200,,0.00217100,-0.00217100,,,,,,,0.02003,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6150.00,-0.030,[Fe/H],Kepler-1639,1.18,1.12,,0.34,-0.14,0.11,-0.08
EPIC 212737443 b,0,0,0.231,,,,0.011,-0.011,,,13.60300000,0.098000,0.00130000,-0.00130000,0.004000,-0.004000,0.200000,89.071,,,0.03520,Transit,0,1,Space,K2,2019,Herath et al. 2019,Herath et al. 2019,2019-07-25,2019-06,,4684.00,-0.137,[Fe/H],EPIC 212737443,0.67,0.69,K3,0.02,-0.02,0.04,-0.04
Kepler-194 c,0,0,0.231,,,,0.121,-0.121,,,17.30803200,0.131000,0.00007900,-0.00007900,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6089.00,,,Kepler-194,1.02,,,0.54,-0.54,,
Kepler-265 e,0,0,0.231,,,,0.049,-0.049,,,67.83102400,0.319000,0.00139600,-0.00139600,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5835.00,,,Kepler-265,1.10,,,0.23,-0.23,,
Kepler-604 b,0,0,0.231,,,,0.044,-0.024,,,25.85501786,,0.00009434,-0.00009434,,,,,,,0.02301,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5890.00,-0.020,[Fe/H],Kepler-604,1.03,1.02,,0.19,-0.11,0.08,-0.07
Kepler-1388 b,0,0,0.231,,,,0.012,-0.012,,,12.28546030,,0.00008795,-0.00008795,,,,,,,0.03901,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4098.00,0.020,[Fe/H],Kepler-1388,0.61,0.63,,0.02,-0.03,0.02,-0.03
K2-285 b,1,0,0.231,0.03046,Mass,0,0.005,-0.005,0.00381,-0.00431,3.47174500,0.038170,0.00004400,-0.00004600,0.000950,-0.000920,0.000000,86.846,3.07000,,0.03013,Transit,0,1,Space,K2,2018,Palle et al. 2019,Palle et al. 2019,2018-12-13,,234.3100,4975.00,0.000,[Fe/H],K2-285,0.79,0.83,K2 V,0.02,-0.02,0.02,-0.02
Kepler-843 b,0,0,0.231,,,,0.054,-0.022,,,2.05387982,,0.00000290,-0.00000290,,,,,,,0.02342,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5830.00,0.050,[Fe/H],Kepler-843,1.03,1.02,,0.24,-0.10,0.06,-0.06
K2-183 b,0,0,0.232,,,,2.276,-0.124,,,0.46926900,,0.00002600,-0.00002400,,,,25.034,,,0.02729,Transit,0,1,Space,K2,2018,Mayo et al. 2018,Mayo et al. 2018,2018-02-15,2018-02,,5519.00,0.090,[Fe/H],K2-183,0.97,0.93,,0.02,-0.02,0.04,-0.04
K2-90 b,0,0,0.232,,,,0.009,-0.009,,,13.73331400,0.096000,0.00008300,-0.00009900,0.001000,-0.001000,,89.240,,,0.03800,Transit,0,1,Space,K2,2016,Livingston et al. 2019,Crossfield et al. 2016,2019-01-31,,,4484.00,-0.225,[Fe/H],K2-90,0.62,0.63,,0.01,-0.01,0.02,-0.02
Kepler-505 b,0,0,0.232,,,,0.010,-0.008,,,27.52197994,,0.00003295,-0.00003295,,,,,,,0.04501,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,3931.00,-0.190,[Fe/H],Kepler-505,0.53,0.55,,0.02,-0.02,0.02,-0.02
Kepler-990 b,0,0,0.232,,,,0.058,-0.037,,,9.91723428,,0.00002468,-0.00002468,,,,,,,0.02223,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5948.00,0.010,[Fe/H],Kepler-990,1.08,1.05,,0.27,-0.14,0.12,-0.09
Kepler-911 b,0,0,0.232,,,,0.009,-0.009,,,20.31050100,,0.00005659,-0.00005659,,,,,,,0.01188,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6112.00,0.030,[Fe/H],Kepler-911,1.99,1.34,,0.06,-0.07,0.05,-0.09
Kepler-618 b,0,0,0.232,,,,0.070,-0.037,,,3.59576964,,0.00000882,-0.00000882,,,,,,,0.02162,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5860.00,0.080,[Fe/H],Kepler-618,1.08,1.05,,0.33,-0.11,0.07,-0.05
Kepler-1362 b,0,0,0.232,,,,0.011,-0.017,,,136.20562600,,0.00127800,-0.00127800,,,,,,,0.03238,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4857.00,0.060,[Fe/H],Kepler-1362,0.74,0.80,,0.03,-0.03,0.03,-0.04
Kepler-1233 b,0,0,0.232,,,,0.096,-0.035,,,45.12630420,,0.00051710,-0.00051710,,,,,,,0.01861,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6198.00,0.020,[Fe/H],Kepler-1233,1.25,1.16,,0.52,-0.18,0.18,-0.10
Kepler-665 b,0,0,0.232,,,,0.013,-0.013,,,16.01310205,,0.00004308,-0.00004308,,,,,,,0.03169,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4913.00,-0.030,[Fe/H],Kepler-665,0.74,0.79,,0.03,-0.04,0.04,-0.04
K2-53 b,0,0,0.232,,,,0.009,-0.009,,,12.20772000,0.098000,0.00012300,-0.00011300,0.001000,-0.001000,,89.320,,,0.03000,Transit,0,1,Space,K2,2016,Livingston et al. 2019,Crossfield et al. 2016,2019-01-31,,,5263.00,-0.037,[Fe/H],K2-53,0.81,0.85,,0.02,-0.01,0.03,-0.04
Kepler-663 b,0,0,0.232,,,,0.018,-0.014,,,4.99678284,,0.00001448,-0.00001448,,,,,,,0.02918,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5264.00,0.030,[Fe/H],Kepler-663,0.82,0.86,,0.06,-0.04,0.04,-0.04
K2-155 c,0,0,0.232,,,,0.062,-0.018,,,13.85000000,0.094600,0.00600000,-0.00600000,0.003100,-0.003000,,88.960,,,0.03210,Transit,0,1,Space,K2,2018,D&iacute;ez Alonso et al. 2018,Hirano et al. 2018,2018-04-26,,,4258.00,-0.300,[Fe/H],K2-155,0.58,0.65,K7,0.06,-0.03,0.06,-0.03
K2-174 b,0,0,0.232,,,,0.009,-0.009,,,19.56230700,0.126000,0.00007800,-0.00007600,0.001000,-0.001000,,89.950,,,0.03600,Transit,0,1,Space,K2,2018,Livingston et al. 2019,Mayo et al. 2018,2019-01-31,2018-02,,4455.00,0.113,[Fe/H],K2-174,0.68,0.70,,0.01,-0.01,0.03,-0.02
Kepler-115 c,0,0,0.232,,,,0.045,-0.045,,,8.99088900,0.087000,0.00002100,-0.00002100,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5979.00,,,Kepler-115,1.21,,,0.23,-0.23,,
Kepler-176 c,0,0,0.232,,,,0.119,-0.119,,,12.75971200,0.102000,0.00003300,-0.00003300,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5232.00,,,Kepler-176,0.89,,,0.46,-0.46,,
Kepler-122 e,0,0,0.232,,,,0.048,-0.048,,,37.99327300,0.227000,0.00039000,-0.00039000,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6050.00,,,Kepler-122,1.22,,,0.24,-0.24,,
Kepler-84 e,0,0,0.232,,,,0.044,-0.044,,,27.43438900,0.181000,0.00022400,-0.00022400,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6031.00,,,Kepler-84,1.17,,,0.22,-0.22,,
Kepler-92 c,0,0,0.232,0.01900,Mass,0,0.007,-0.007,0.00600,-0.00600,26.72300000,,,,,,,,,,,Transit,1,0,Space,Kepler,2013,Xie 2014,Xie 2014,2014-05-14,2014-02,,5883.00,,,Kepler-92,1.53,,,,,,
K2-207 b,0,0,0.232,,,,0.033,-0.019,,,12.48749000,,0.00120800,-0.00116200,,,,88.620,,,0.02574,Transit,0,1,Space,K2,2018,Mayo et al. 2018,Mayo et al. 2018,2018-02-15,2018-02,,5522.00,0.110,[Fe/H],K2-207,0.93,0.94,,0.09,-0.05,0.03,-0.03
Kepler-704 b,0,0,0.233,,,,0.054,-0.038,,,3.76182115,,0.00001161,-0.00001161,,,,,,,0.02499,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5616.00,0.090,[Fe/H],Kepler-704,0.96,0.97,,0.22,-0.08,0.04,-0.05
Kepler-1147 b,0,0,0.233,,,,0.071,-0.045,,,10.62784997,,0.00009118,-0.00009118,,,,,,,0.02075,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5941.00,0.110,[Fe/H],Kepler-1147,1.14,1.09,,0.35,-0.13,0.09,-0.06
Kepler-1187 b,0,0,0.233,,,,0.045,-0.025,,,18.87064068,,0.00006002,-0.00006002,,,,,,,0.02244,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5975.00,-0.010,[Fe/H],Kepler-1187,1.09,1.06,,0.21,-0.12,0.09,-0.07
GJ 143 b,1,0,0.233,0.07142,Mass,0,0.015,-0.014,0.00692,-0.00598,35.61253000,0.191500,0.00060000,-0.00062000,0.005800,-0.006300,0.188000,89.330,7.00000,98.0000,0.03500,Transit,0,0,Space,Transiting Exoplanet Survey Satellite (TESS),2019,Dragomir et al. 2019,Trifonov et al. 2019,2019-04-25,,,4640.00,0.003,[Fe/H],GJ 143,0.69,0.73,K4.5,0.03,-0.03,0.07,-0.07
Kepler-344 b,0,0,0.233,,,,0.109,-0.109,,,21.96394500,0.153000,0.00010800,-0.00010800,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5774.00,,,Kepler-344,0.98,,,0.45,-0.45,,
Kepler-257 b,0,0,0.233,,,,0.117,-0.117,,,2.38266700,0.034000,0.00000600,-0.00000600,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5180.00,,,Kepler-257,1.04,,,0.52,-0.52,,
