fpl_name,fpl_radj,fpl_bmassj,fpl_bmassprov,fpl_radjerr1,fpl_radjerr2,fpl_bmassjerr1,fpl_bmassjerr2,fpl_orbper,fpl_smax,fpl_eccen,fpl_dens,fpl_discmethod,fpl_disc,fpl_radreflink,fpl_bmassreflink,fpl_orbperreflink
Kepler-1566 b,0.070,0.00131,M-R relationship,0.007,-0.004,,,0.53991524,,,4.66000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1222 b,0.070,0.00131,M-R relationship,0.005,-0.005,,,1.91694425,,,4.66000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1235 b,0.070,0.00131,M-R relationship,0.011,-0.005,,,4.16055856,,,4.66000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1067 b,0.071,0.00137,M-R relationship,0.011,-0.005,,,0.76212926,,,4.69000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1581 b,0.071,0.00137,M-R relationship,0.012,-0.008,,,6.28385491,,,4.69000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1395 b,0.071,0.00137,M-R relationship,0.008,-0.005,,,3.78470649,,,4.69000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1393 b,0.071,0.00137,M-R relationship,0.004,-0.007,,,2.44357812,,,4.69000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1365 c,0.071,0.00137,M-R relationship,0.011,-0.007,,,4.77468005,,,4.69000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1130 b,0.071,0.00137,M-R relationship,0.014,-0.003,,,5.45298175,,,4.69000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
L 98-59 b,0.071,0.00318,Mass,0.004,-0.004,,,2.25310000,0.022820,0.120000,12.70000,Transit,2019,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>
Kepler-1076 b,0.071,0.00137,M-R relationship,0.004,-0.003,,,6.14727918,,,4.69000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-388 b,0.072,0.00144,M-R relationship,0.009,-0.009,,,3.17331500,0.036000,,4.73000,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
Kepler-220 b,0.072,0.00144,M-R relationship,0.004,-0.004,,,4.15980700,0.046000,,4.73000,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
Kepler-1611 b,0.072,0.00144,M-R relationship,0.014,-0.006,,,5.17624290,,,4.73000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-106 b,0.073,0.01668,Mass,0.010,-0.010,,,6.16486000,,,,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>
Kepler-408 b,0.073,0.01573,Mass,0.003,-0.003,,,2.46502000,,,,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>
Kepler-390 b,0.073,0.00150,M-R relationship,0.006,-0.006,,,6.73808800,0.065000,,4.75000,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
K2-210 b,0.073,0.00149,M-R relationship,0.009,-0.006,,,0.57023300,,,4.75000,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>
Kepler-1601 b,0.073,0.00150,M-R relationship,0.021,-0.010,,,2.20921951,,,4.75000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1446 b,0.073,0.00150,M-R relationship,0.004,-0.002,,,0.68996783,,,4.75000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-32 f,0.073,0.00150,M-R relationship,0.006,-0.006,,,0.74296000,0.013000,,4.75000,Transit,2012,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>
Kepler-1141 b,0.073,0.00150,M-R relationship,0.011,-0.007,,,2.34451194,,,4.75000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-910 b,0.073,0.00150,M-R relationship,0.004,-0.003,,,2.36436901,,,4.75000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-314 b,0.074,0.00157,M-R relationship,0.011,-0.011,,,2.46106900,0.035000,,4.79000,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
K2-257 b,0.074,0.00157,M-R relationship,0.005,-0.004,,,1.60588000,0.021600,,4.79000,Transit,2018,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>
Kepler-1412 b,0.074,0.00157,M-R relationship,0.013,-0.012,,,3.61460510,,,4.79000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-450 d,0.075,0.00162,M-R relationship,0.006,-0.006,,,7.51464000,,0.140000,4.82000,Transit,2015,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>
Kepler-1579 b,0.075,0.00164,M-R relationship,0.005,-0.004,,,0.84990789,,,4.82000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1507 b,0.075,0.00164,M-R relationship,0.008,-0.008,,,16.05062130,,,4.82000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-131 c,0.075,0.02600,Mass,0.006,-0.006,0.01900,-0.01900,25.51690000,,,77.70000,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>
Kepler-1385 b,0.076,0.00171,M-R relationship,0.018,-0.012,,,2.88879862,,,4.86000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-406 c,0.076,0.00900,Mass,0.003,-0.003,0.00600,-0.00600,4.62332000,,,24.39000,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>
Kepler-605 c,0.077,0.00178,M-R relationship,0.010,-0.005,,,2.35895152,,,4.89000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1258 b,0.077,0.00178,M-R relationship,0.012,-0.007,,,0.98494017,,,4.89000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-107 d,0.077,0.01196,Mass,0.005,-0.005,,,7.95839000,0.083770,0.000000,33.10000,Transit,2014,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>,<a refstr=BONOMO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..416B/abstract target=ref>Bonomo et al. 2019</a>
Kepler-1361 b,0.077,0.00178,M-R relationship,0.011,-0.011,,,3.57554956,,,4.89000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1435 b,0.077,0.00178,M-R relationship,0.011,-0.008,,,4.45343281,,,4.89000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-388 c,0.077,0.00178,M-R relationship,0.010,-0.010,,,13.29700400,0.093000,,4.89000,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
Kepler-352 b,0.077,0.00178,M-R relationship,0.007,-0.007,,,10.05537000,0.085000,,4.89000,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
Kepler-20 e,0.077,0.01000,Mass,0.002,-0.002,,,6.09852281,0.063900,0.280000,,Transit,2011,<a refstr=BUCHHAVE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..160B/abstract target=ref>Buchhave et al. 2016</a>,<a refstr=FRESSIN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.482..195F/abstract target=ref> Fressin et al. 2012 </a>,<a refstr=BUCHHAVE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..160B/abstract target=ref>Buchhave et al. 2016</a>
K2-209 b,0.077,0.00184,M-R relationship,0.009,-0.006,,,2.08061500,,,4.92000,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>
Kepler-1152 b,0.078,0.00186,M-R relationship,0.004,-0.005,,,1.64680191,,,4.92000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1031 b,0.078,0.00186,M-R relationship,0.019,-0.010,,,1.22621732,,,4.92000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-607 b,0.078,0.00186,M-R relationship,0.005,-0.006,,,0.63816320,,,4.92000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1542 d,0.078,0.00186,M-R relationship,0.011,-0.008,,,5.99273738,,,4.92000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-342 e,0.079,0.00193,M-R relationship,0.007,-0.005,,,1.64422461,,,4.96000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-1416 b,0.079,0.00193,M-R relationship,0.029,-0.012,,,1.49514952,,,4.96000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
Kepler-398 d,0.079,0.00193,M-R relationship,0.003,-0.004,,,6.83437001,,,4.96000,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
